Range,Temp,Humid,Hight,HA_Start,HA_End,VA_Start,VA_End
9627,-14.3,45.0,6564,19,37,7,16
9914,-15.7,44.0,6742,19,32,7,14
10227,-16.9,43.0,6925,19,31,7,10
10491,-18.1,43.0,7105,19,27,7,10
10765,-19.3,42.0,7287,19,23,7,10
11085,-20.5,41.0,7467,19,24,7,6
11355,-21.4,41.0,7645,19,22,7,5
11641,-22.8,40.0,7821,19,11,7,3
11910,-24.1,39.0,7996,18,99,7,3
12170,-25.4,39.0,8171,18,84,7,3
12447,-26.9,39.0,8343,18,67,7,1
12729,-27.9,38.0,8518,18,59,7,0
13054,-29.1,37.0,8693,18,47,6,96
13367,-30.4,37.0,8866,18,38,6,92
13716,-31.9,36.0,9039,18,30,6,87
13902,-33.3,36.0,9219,18,24,6,92
14310,-34.6,36.0,9395,18,7,6,84
14552,-36.0,36.0,9574,18,0,6,86
14903,-37.3,36.0,9758,17,88,6,82
15220,-38.8,35.0,9943,17,79,6,80
15532,-39.8,35.0,10128,17,72,6,78
15922,-40.9,,10311,17,64,6,73
16342,-42.1,,10490,17,54,6,65
16741,-43.3,,10668,17,48,6,60
17182,-44.0,,10842,17,44,6,52
17619,-45.2,,11012,17,42,6,45
18064,-46.4,,11185,17,40,6,38
18558,-47.6,,11354,17,35,6,29
19093,-48.1,,11520,17,32,6,18
19631,-48.9,,11687,17,28,6,9
20285,-49.7,,11848,17,24,5,95
20812,-50.4,,12015,17,22,5,87
21464,-51.1,,12176,17,22,5,75
22056,-52.2,,12343,17,25,5,66
22738,-52.5,,12510,17,19,5,55
23439,-52.6,,12673,17,14,5,44
24126,-53.4,,12837,17,10,5,35
24805,-53.3,,13000,17,2,5,26
25455,-53.4,,13162,16,95,5,18
26054,-53.4,,13330,16,89,5,12
26815,-52.9,,13497,16,81,5,2
27752,-53.5,,13667,16,72,4,90
28868,-53.7,,13834,16,59,4,76
29967,-53.7,,13999,16,52,4,63
30993,-54.0,,14163,16,44,4,52
31812,-54.2,,14330,16,41,4,45
32501,-53.3,,14501,16,34,4,40
33185,-53.6,,14669,16,23,4,36
33933,-53.4,,14844,16,15,4,31
34739,-53.4,,15015,16,9,4,25
35469,-53.8,,15188,16,5,4,21
36153,-54.6,,15369,16,2,4,17
36831,-55.4,,15539,16,0,4,14
37477,-55.6,,15716,15,98,4,11
37885,-55.7,,15893,15,99,4,11
38603,-56.5,,16071,15,97,4,8
39072,-57.5,,16241,15,92,4,7
39662,-57.4,,16425,15,88,4,6
40172,-58.0,,16608,15,80,4,5
40736,-58.8,,16790,15,77,4,4
41424,-59.5,,16972,15,74,4,1
41936,-59.7,,17152,15,72,4,0
42656,-59.8,,17326,15,70,3,97
43093,-60.5,,17505,15,63,3,97
43894,-60.5,,17684,15,58,3,94
44376,-61.0,,17865,15,58,3,93
44675,-61.3,,18074,15,59,3,95
45369,-61.6,,18268,15,62,3,93
45921,-61.5,,18451,15,65,3,92
46143,-61.2,,18642,15,63,3,95
46658,-58.3,,18833,15,61,3,94
46953,-57.4,,19017,15,60,3,96
47223,-57.6,,19204,15,57,3,97
47247,-57.3,,19393,15,55,4,1
47419,-57.5,,19593,15,53,4,4
47618,-57.2,,19777,15,57,4,7
47823,-57.0,,19961,15,60,4,9
48215,-58.3,,20137,15,57,4,9
48017,-57.9,,20324,15,56,4,15
48309,-56.9,,20504,15,59,4,16
48233,-56.7,,20688,15,54,4,21
48044,-56.4,,20891,15,55,4,27
48104,-55.7,,21084,15,56,4,31
48141,-56.5,,21268,15,54,4,35
48050,-57.3,,21456,15,49,4,40
48384,-58.0,,21626,15,47,4,40
48264,-58.3,,21802,15,47,4,45
48123,-57.0,,21994,15,44,4,51
48723,-56.3,,22149,15,45,4,48
105,23.0,48.0,253,32,92,6,56
191,22.2,47.0,320,33,17,7,37
268,21.1,48.0,386,31,92,8,8
393,19.8,49.0,453,31,26,7,12
524,18.7,50.0,519,27,95,6,59
748,17.4,51.0,674,27,36,6,78
888,16.2,51.0,772,26,80,6,88
1062,14.9,52.0,910,26,53,7,16
1202,13.8,54.0,1033,26,83,7,46
1340,12.8,54.0,1165,25,83,7,82
1468,11.8,54.0,1299,25,44,8,21
1533,11.2,50.0,1389,25,21,8,61
1790,10.2,50.0,1608,25,14,8,77
1873,9.0,52.0,1715,25,13,9,12
2036,8.1,53.0,1886,26,14,9,44
2116,7.4,52.0,2000,26,1,9,84
2306,6.4,51.0,2190,25,46,10,6
2035,5.2,51.0,1969,24,89,10,19
20,3.8,51.0,204,24,68,10,47
20,3.1,51.0,204,24,25,10,54
20,3.2,8.0,203,29,96,9,39
20,1.4,15.0,203,29,94,9,50
20,0.3,22.0,202,28,95,9,17
13,-0.5,31.0,197,27,56,9,58
3,-0.9,34.0,189,23,51,9,59
-7,-2.0,35.0,179,21,78,10,65
-21,-3.0,35.0,167,21,74,10,64
277,14.6,87.0,255,3,76,5,67
508,14.2,86.0,332,5,48,4,51
870,13.7,86.0,408,6,81,3,45
933,12.8,85.0,484,7,16,4,4
1136,12.0,86.0,560,6,86,3,97
1463,11.3,86.0,677,7,3,3,86
1792,10.6,87.0,829,7,2,4,0
2092,9.7,87.0,940,7,17,3,94
2429,8.9,87.0,1077,7,35,3,95
2811,8.1,87.0,1231,7,67,3,95
3090,7.3,87.0,1347,7,94,3,96
3416,6.6,87.0,1480,8,6,3,97
3775,5.7,87.0,1631,8,28,3,99
4141,4.9,87.0,1782,8,34,3,99
4501,4.0,88.0,1908,8,39,3,95
4859,3.0,88.0,2065,8,45,3,97
5237,1.7,88.0,2178,8,62,3,89
5667,0.7,87.0,2349,8,89,3,89
6119,0.0,85.0,2528,9,6,3,89
6572,-0.9,83.0,2632,9,33,3,77
7088,-1.4,81.0,2773,9,36,3,69
7591,-2.3,81.0,2904,9,38,3,61
8100,-3.4,79.0,3033,9,38,3,54
8588,-4.6,78.0,3164,9,42,3,48
9050,-6.5,72.0,3297,9,45,3,45
9628,-6.4,69.0,3431,9,56,3,37
10119,-6.6,72.0,3569,9,53,3,34
10726,-6.9,76.0,3703,9,54,3,27
11171,-8.1,77.0,3839,9,57,3,26
11849,-8.8,77.0,3967,9,61,3,17
12233,-9.5,78.0,4100,9,56,3,18
12812,-11.0,78.0,4219,9,61,3,12
13246,-12.1,79.0,4353,9,59,3,12
13735,-12.9,80.0,4487,9,63,3,10
14381,-14.6,81.0,4615,9,61,3,5
15056,-15.8,81.0,4739,9,65,2,99
15822,-16.2,79.0,4860,9,65,2,92
16381,-17.2,75.0,4986,9,62,2,89
17133,-17.8,71.0,5107,9,62,2,83
17880,-18.9,69.0,5224,9,65,2,77
18634,-19.8,69.0,5333,9,72,2,72
19201,-20.4,66.0,5445,9,72,2,69
19785,-21.2,65.0,5557,9,73,2,67
20226,-21.9,64.0,5673,9,74,2,67
20915,-22.8,63.0,5787,9,78,2,62
21255,-23.9,62.0,5910,9,80,2,63
22019,-24.9,62.0,6029,9,84,2,59
22802,-25.9,61.0,6142,9,83,2,55
23611,-26.9,61.0,6252,9,83,2,50
24392,-28.1,60.0,6358,9,89,2,46
24828,-29.2,60.0,6471,9,92,2,46
25247,-30.3,61.0,6592,9,92,2,47
26164,-31.2,61.0,6709,9,97,2,42
27028,-32.2,61.0,6823,10,2,2,39
27797,-33.0,60.0,6934,10,1,2,36
28858,-33.9,59.0,7038,10,7,2,30
29696,-35.1,58.0,7138,10,10,2,27
30551,-36.1,57.0,7236,10,10,2,23
31120,-37.2,57.0,7342,10,13,2,23
31694,-38.2,57.0,7457,10,18,2,22
32680,-39.4,57.0,7568,10,20,2,18
33741,-40.5,,7681,10,23,2,15
34864,-41.5,,7796,10,27,2,11
36034,-42.4,,7911,10,31,2,7
37095,-43.0,,8022,10,37,2,3
38418,-44.0,,8106,10,47,1,98
38983,-45.4,,8208,10,49,1,98
39772,-46.0,,8317,10,49,1,97
41316,-46.7,,8406,10,54,1,91
41681,-47.1,,8519,10,53,1,92
42706,-46.8,,8629,10,54,1,90
44039,-47.2,,8730,10,56,1,86
45793,-48.0,,8820,10,59,1,80
46260,-49.2,,8920,10,57,1,81
47881,-50.0,,9008,10,63,1,76
48496,-51.3,,9098,10,67,1,76
48312,-52.3,,9210,10,69,1,78
50102,-53.4,,9306,10,75,1,74
49966,-54.2,,9412,10,76,1,76
52344,-54.8,,9477,10,79,1,69
52036,-54.4,,9564,10,80,1,72
53287,-54.4,,9650,10,86,1,69
53959,-54.3,,9749,10,88,1,69
54596,-54.6,,9866,10,91,1,69
55458,-55.1,,9987,10,94,1,68
56661,-55.0,,10086,10,97,1,66
57575,-53.9,,10168,10,99,1,65
58439,-54.4,,10247,11,1,1,64
59817,-54.0,,10320,11,7,1,61
60091,-53.8,,10410,11,8,1,61
60088,-53.4,,10523,11,8,1,63
60327,-53.5,,10656,11,9,1,64
61077,-53.9,,10799,11,10,1,64
61908,-54.4,,10949,11,12,1,64
62779,-54.9,,11107,11,14,1,64
63692,-55.2,,11272,11,16,1,64
64644,-55.5,,11444,11,18,1,64
65634,-55.5,,11622,11,21,1,64
67054,-56.0,,11797,11,22,1,63
68697,-56.8,,11966,11,28,1,62
70371,-57.2,,12127,11,29,1,60
70009,-57.0,,12322,11,33,1,63
71570,-56.8,,12513,11,35,1,62
73357,-56.2,,12696,11,38,1,60
72269,-56.1,,14138,11,58,1,82
73935,-56.1,,14417,11,59,1,82
75969,-55.9,,14675,11,62,1,80
77684,-56.4,,14919,11,64,1,79
203,14.9,78.0,223,10,47,6,43
488,13.8,78.0,344,9,49,5,10
726,12.9,78.0,466,9,34,5,10
969,11.8,79.0,587,8,91,5,8
1183,10.7,81.0,709,8,70,5,20
1493,9.9,82.0,851,8,88,5,6
1795,9.0,82.0,1004,8,99,5,7
2060,8.3,82.0,1145,9,0,5,10
2315,7.5,82.0,1279,9,0,5,12
2631,6.6,80.0,1435,9,10,5,10
2882,5.7,78.0,1577,9,3,5,15
3111,4.9,76.0,1763,8,83,5,40
3388,3.4,72.0,1898,8,86,5,35
3683,2.6,68.0,2046,8,87,5,33
4029,0.9,59.0,2192,8,98,5,23
4338,1.2,60.0,2337,9,4,5,19
4631,0.4,61.0,2468,9,22,5,13
4992,-0.4,57.0,2622,9,31,5,7
5342,-0.5,61.0,2772,9,32,5,1
5805,-1.0,66.0,3000,9,24,5,0
6155,-1.7,70.0,3121,9,22,4,91
6583,-2.8,72.0,3299,9,23,4,85
7097,-3.9,73.0,3436,9,23,4,68
7521,-4.9,73.0,3585,9,25,4,61
7982,-5.9,72.0,3733,9,26,4,52
8440,-7.1,72.0,3880,9,29,4,44
8852,-8.4,73.0,4033,9,26,4,40
9238,-9.3,73.0,4196,9,25,4,39
9775,-10.7,71.0,4353,9,26,4,30
10284,-12.1,67.0,4507,9,29,4,23
10808,-12.3,67.0,4659,9,29,4,16
11341,-12.9,62.0,4811,9,32,4,9
11998,-13.1,61.0,4962,9,32,3,99
12525,-13.9,62.0,5113,9,29,3,94
13107,-15.2,63.0,5264,9,29,3,87
13792,-15.8,63.0,5415,9,27,3,78
14487,-16.8,62.0,5560,9,30,3,69
15232,-17.9,60.0,5704,9,32,3,60
15852,-19.2,60.0,5846,9,29,3,54
16592,-20.3,61.0,5986,9,32,3,47
17298,-21.0,62.0,6126,9,33,3,40
17918,-22.0,63.0,6266,9,36,3,36
18569,-22.9,63.0,6402,9,35,3,31
19244,-23.8,59.0,6539,9,37,3,26
19945,-24.7,55.0,6676,9,39,3,21
20394,-25.5,53.0,6819,9,40,3,20
21172,-26.5,54.0,6957,9,46,3,14
21790,-27.2,54.0,7097,9,45,3,11
22619,-28.4,54.0,7227,9,46,3,5
23024,-29.7,53.0,7362,9,43,3,5
23522,-30.8,53.0,7497,9,44,3,4
24234,-32.0,53.0,7627,9,42,3,1
25024,-33.2,52.0,7749,9,47,2,96
25619,-34.4,52.0,7868,9,51,2,93
25895,-35.5,52.0,7997,9,51,2,95
26517,-36.7,52.0,8129,9,55,2,92
27085,-37.9,52.0,8262,9,60,2,91
27722,-39.2,52.0,8399,9,63,2,89
28616,-40.6,,8531,9,68,2,84
29195,-42.2,,8668,9,67,2,83
30285,-42.8,,8800,9,74,2,77
30599,-43.7,,8941,9,70,2,78
31925,-44.1,,9068,9,78,2,70
32180,-44.2,,9204,9,77,2,72
33036,-43.8,,9337,9,79,2,69
33921,-44.5,,9476,9,78,2,66
34887,-45.4,,9616,9,83,2,62
35708,-45.5,,9747,9,83,2,59
36704,-44.2,,9870,9,85,2,55
173,16.0,65.0,214,10,10,7,43
360,14.5,67.0,332,10,5,6,96
545,13.5,66.0,449,10,23,6,82
765,12.4,67.0,567,9,94,6,39
975,11.8,66.0,684,9,31,6,23
1300,10.8,66.0,865,9,16,6,8
1584,9.7,66.0,1023,8,98,6,0
1898,8.3,67.0,1186,8,74,5,87
2182,7.3,68.0,1340,8,70,5,81
2457,6.0,69.0,1482,8,60,5,74
2809,6.9,65.0,1658,8,59,5,64
3088,6.6,59.0,1793,8,69,5,57
3385,5.7,57.0,1911,8,80,5,42
3716,4.7,57.0,2065,8,84,5,35
3977,4.7,51.0,2220,8,78,5,39
4256,3.4,51.0,2353,8,92,5,35
4547,2.2,53.0,2495,9,16,5,32
4890,1.0,53.0,2665,9,21,5,29
5219,-0.1,55.0,2803,9,24,5,22
5568,-1.0,60.0,2956,9,39,5,16
5959,-1.9,62.0,3089,9,56,5,3
6356,-2.2,61.0,3244,9,63,4,95
6749,-3.3,59.0,3386,9,73,4,87
7174,-4.2,58.0,3530,9,81,4,77
7488,-5.5,58.0,3680,9,82,4,77
7895,-6.9,59.0,3834,9,82,4,71
8362,-8.3,61.0,3986,9,83,4,63
8752,-8.4,62.0,4142,9,76,4,59
9278,-9.0,59.0,4303,9,77,4,50
9852,-10.4,59.0,4465,9,74,4,39
10586,-11.8,60.0,4618,9,81,4,22
11126,-12.6,56.0,4751,9,84,4,13
11630,-13.7,52.0,4865,9,87,4,4
12114,-14.5,46.0,4962,9,90,3,95
12543,-15.0,42.0,5056,9,93,3,89
13150,-16.0,38.0,5162,9,94,3,78
13571,-17.4,39.0,5308,9,89,3,77
14343,-19.0,45.0,5488,9,87,3,68
15074,-19.8,49.0,5667,9,87,3,62
15632,-21.0,51.0,5851,9,85,3,60
16266,-22.1,51.0,6037,9,86,3,57
16910,-23.0,50.0,6226,9,85,3,54
17594,-24.4,49.0,6413,9,85,3,51
18178,-25.8,47.0,6602,9,81,3,50
18816,-27.1,46.0,6791,9,82,3,48
19239,-28.4,45.0,6989,9,78,3,49
19990,-29.8,45.0,7183,9,79,3,45
20690,-31.4,45.0,7377,9,79,3,42
21691,-32.4,46.0,7565,9,81,3,35
22381,-33.8,46.0,7753,9,78,3,32
22890,-35.2,46.0,7955,9,73,3,34
23595,-36.8,46.0,8156,9,70,3,32
24127,-38.2,46.0,8368,9,64,3,33
24951,-39.7,47.0,8582,9,61,3,30
26172,-40.8,,8784,9,59,3,22
27087,-41.7,,8992,9,59,3,18
28477,-42.0,,9186,9,62,3,9
29327,-43.4,,9378,9,63,3,6
29979,-43.8,,9574,9,64,3,6
30900,-43.9,,9761,9,67,3,2
31908,-43.3,,9948,9,68,2,98
32819,-43.6,,10131,9,67,2,95
33815,-43.1,,10312,9,69,2,91
34957,-43.4,,10480,9,71,2,86
36495,-44.3,,10624,9,77,2,78
37466,-45.4,,10762,9,78,2,74
38234,-46.3,,10899,9,79,2,72
38977,-47.5,,11034,9,87,2,70
39663,-48.7,,11174,9,92,2,68
40478,-49.7,,11309,9,94,2,66
41421,-50.9,,11438,9,98,2,63
42107,-52.0,,11569,10,1,2,61
42658,-53.2,,11708,10,5,2,61
43165,-54.2,,11843,10,11,2,61
44104,-53.9,,11967,10,18,2,58
44983,-55.0,,12076,10,17,2,55
45222,-56.2,,12202,10,20,2,57
45933,-56.8,,12322,10,24,2,55
165,17.0,65.0,196,17,65,6,47
341,15.6,67.0,300,17,96,6,25
482,14.2,69.0,404,17,60,6,71
599,12.9,71.0,506,16,9,7,32
743,11.8,73.0,611,14,76,7,39
980,10.9,74.0,772,14,0,7,32
1271,9.9,74.0,992,13,13,7,51
1502,8.5,74.0,1147,12,23,7,44
1831,7.6,75.0,1379,12,0,7,44
2132,5.6,74.0,1566,11,89,7,29
2431,4.1,71.0,1736,11,63,7,9
2710,2.5,66.0,1916,11,36,7,5
3017,1.5,62.0,2094,11,9,6,93
3260,0.4,56.0,2205,10,95,6,73
3559,0.8,59.0,2379,10,75,6,66
3847,0.0,61.0,2514,10,83,6,50
4136,-1.0,63.0,2668,10,87,6,42
4462,-2.1,63.0,2829,10,92,6,31
4748,-2.0,68.0,2958,11,4,6,19
5068,-3.0,71.0,3110,11,12,6,9
5391,-4.0,73.0,3265,11,12,6,1
5735,-5.1,73.0,3405,11,13,5,88
6065,-6.2,73.0,3546,11,10,5,79
6413,-7.3,73.0,3707,11,2,5,72
6900,-8.8,68.0,3867,11,7,5,53
7349,-8.9,66.0,4020,11,9,5,38
7891,-9.7,62.0,4183,11,11,5,21
8422,-10.0,58.0,4343,11,10,5,5
8997,-11.0,57.0,4499,11,10,4,89
9541,-12.4,58.0,4653,11,11,4,76
10122,-11.9,60.0,4801,11,16,4,62
10625,-13.4,63.0,4954,11,14,4,54
11207,-14.3,65.0,5101,11,17,4,42
11656,-15.2,67.0,5254,11,14,4,38
12143,-16.3,67.0,5408,11,9,4,33
12524,-17.5,68.0,5573,11,2,4,33
13028,-18.5,68.0,5740,10,95,4,28
13558,-19.6,67.0,5908,10,92,4,23
14021,-20.5,66.0,6079,10,85,4,21
14526,-21.8,65.0,6246,10,77,4,18
15004,-22.9,64.0,6414,10,67,4,15
15632,-23.9,64.0,6583,10,62,4,9
16125,-25.0,63.0,6759,10,52,4,7
16762,-26.2,63.0,6935,10,51,4,2
17469,-27.3,61.0,7110,10,45,3,95
18281,-28.3,60.0,7281,10,33,3,86
19021,-29.5,59.0,7454,10,27,3,80
19935,-30.7,58.0,7615,10,15,3,70
20735,-32.1,56.0,7779,10,6,3,62
21272,-33.5,55.0,7956,9,95,3,60
22085,-35.0,54.0,8129,9,89,3,55
23157,-36.2,53.0,8294,9,79,3,45
24015,-37.6,52.0,8457,9,73,3,38
24639,-38.5,52.0,8619,9,67,3,36
25786,-39.6,52.0,8779,9,60,3,27
26936,-40.9,,8924,9,55,3,18
27658,-41.5,,9076,9,52,3,14
28274,-42.2,,9229,9,54,3,13
29262,-41.4,,9371,9,57,3,7
30047,-41.7,,9508,9,59,3,3
31195,-42.2,,9635,9,62,2,95
32297,-43.1,,9750,9,65,2,88
32940,-42.7,,9868,9,65,2,86
33805,-42.0,,9982,9,68,2,82
34554,-42.9,,10101,9,68,2,79
125,17.7,87.0,194,19,43,9,4
264,16.6,84.0,296,20,74,8,41
399,15.4,85.0,398,20,67,8,32
551,14.5,86.0,499,19,73,7,95
636,13.7,85.0,601,19,85,8,86
948,12.8,85.0,812,18,47,8,24
1224,11.7,84.0,954,17,21,7,46
1610,10.5,85.0,1167,16,46,6,98
1936,10.5,81.0,1332,16,27,6,64
2282,9.4,78.0,1491,16,14,6,30
2610,8.1,79.0,1654,16,3,6,13
2905,7.0,80.0,1816,15,92,6,7
3240,6.1,80.0,1990,15,88,5,98
3465,5.4,81.0,2103,15,78,5,91
3863,4.3,81.0,2284,15,72,5,76
4212,3.1,81.0,2470,15,67,5,73
4552,2.2,82.0,2643,15,62,5,68
5039,1.4,82.0,2913,15,52,5,67
5333,0.4,82.0,3048,15,32,5,61
5587,-0.3,81.0,3040,15,26,5,31
6027,-1.5,82.0,3281,15,17,5,32
6357,-2.0,76.0,3454,15,1,5,32
6882,-2.9,67.0,3657,15,5,5,20
7244,-4.0,72.0,3814,14,94,5,15
7745,-4.7,72.0,3974,14,89,5,1
8263,-6.2,70.0,4127,14,93,4,87
8662,-7.2,65.0,4286,14,90,4,83
9067,-8.7,60.0,4455,14,84,4,79
9308,-9.0,54.0,4623,14,75,4,86
9928,-8.9,49.0,4782,14,73,4,70
10618,-9.4,45.0,4960,14,81,4,55
11652,-10.6,47.0,5108,14,91,4,25
12148,-11.7,53.0,5245,14,91,4,18
12984,-12.8,59.0,5395,14,88,4,2
13621,-14.1,63.0,5552,14,78,3,94
245,6.2,50.0,295,7,8,5,12
541,5.1,50.0,420,7,92,4,59
806,4.1,50.0,545,7,89,4,62
1141,3.4,50.0,670,7,91,4,33
1317,2.5,50.0,796,9,9,4,73
1703,2.2,50.0,995,8,45,4,83
2057,1.6,50.0,1155,8,26,4,77
2273,0.9,50.0,1236,8,37,4,66
2674,0.3,50.0,1436,8,26,4,71
2983,-0.7,50.0,1593,8,22,4,75
3306,-1.3,50.0,1675,8,58,4,51
3645,-2.1,50.0,1830,8,63,4,52
4032,-3.1,50.0,2016,8,67,4,54
4360,-3.9,50.0,2156,8,90,4,52
4688,-5.0,50.0,2258,8,98,4,41
4970,-5.7,50.0,2366,8,99,4,37
5297,-6.6,50.0,2528,8,95,4,41
5695,-7.5,50.0,2705,8,96,4,40
6039,-8.2,50.0,2868,8,99,4,42
6308,-8.7,50.0,3025,8,84,4,49
6592,-9.1,50.0,3163,8,80,4,50
6841,-10.0,50.0,3266,8,79,4,48
7163,-10.9,50.0,3375,8,78,4,43
7539,-12.0,50.0,3514,8,87,4,39
7832,-12.6,50.0,3660,8,86,4,41
8053,-13.5,50.0,3806,8,78,4,47
8359,-14.6,50.0,3954,8,74,4,49
8794,-14.9,50.0,4099,8,74,4,42
9201,-15.9,50.0,4246,8,64,4,38
9601,-16.7,50.0,4388,8,51,4,34
9946,-17.8,50.0,4542,8,46,4,35
10317,-18.7,50.0,4690,8,36,4,33
10824,-19.9,50.0,4849,8,35,4,27
11531,-21.1,50.0,4986,8,26,4,11
12092,-22.1,50.0,5127,7,97,4,3
12639,-22.8,50.0,5275,7,97,3,97
13028,-23.7,50.0,5420,7,91,3,96
13860,-24.6,50.0,5544,7,78,3,80
14299,-25.6,50.0,5668,7,55,3,77
14857,-26.8,50.0,5801,7,37,3,71
15306,-27.9,50.0,5948,7,20,3,70
16153,-29.1,50.0,6090,7,10,3,58
16493,-30.3,50.0,6218,7,2,3,59
17017,-31.5,50.0,6343,6,99,3,54
17208,-32.4,50.0,6470,6,82,3,58
17447,-33.7,50.0,6596,6,72,3,60
18196,-34.2,50.0,6719,6,64,3,52
18208,-34.2,50.0,6844,6,54,3,58
291,1.4,50.0,295,13,80,4,25
460,0.0,50.0,421,13,7,5,51
708,-1.1,50.0,546,12,97,5,35
904,-2.0,50.0,672,12,21,5,62
1051,-2.8,50.0,797,11,29,6,11
1322,-1.4,50.0,951,10,50,6,4
1627,0.3,50.0,1120,8,91,5,95
1967,-0.1,50.0,1281,8,18,5,73
2301,-0.8,50.0,1438,7,42,5,57
2702,-1.5,50.0,1636,6,51,5,48
3231,-2.4,50.0,1882,5,94,5,33
3506,-3.2,50.0,2009,5,42,5,27
3896,-4.1,50.0,2142,4,86,5,7
4240,-4.9,50.0,2307,4,39,5,4
4696,-5.7,50.0,2503,4,7,4,97
4986,-6.7,50.0,2629,3,99,4,92
5512,-7.9,50.0,2857,3,89,4,86
5891,-9.3,50.0,3038,3,69,4,86
6320,-10.6,50.0,3220,3,50,4,81
6629,-12.0,50.0,3321,3,40,4,73
7114,-13.4,50.0,3542,3,33,4,72
7469,-14.1,50.0,3694,3,28,4,69
7942,-15.4,50.0,3867,3,31,4,62
8425,-16.4,50.0,4024,3,31,4,54
8878,-17.1,50.0,4184,3,32,4,48
9341,-18.1,50.0,4351,3,26,4,43
9753,-19.4,50.0,4505,3,25,4,40
10201,-20.6,50.0,4665,3,20,4,36
10742,-21.5,50.0,4816,3,22,4,27
11317,-22.7,50.0,4965,3,13,4,18
11939,-23.9,50.0,5111,3,12,4,7
12482,-25.6,50.0,5257,3,9,4,1
13036,-27.0,50.0,5401,3,7,3,94
13614,-28.0,50.0,5546,3,4,3,88
14199,-29.0,50.0,5681,3,4,3,81
14815,-30.2,50.0,5816,3,2,3,73
15480,-31.2,50.0,5936,3,5,3,64
16010,-32.7,50.0,6061,3,4,3,60
16637,-34.2,50.0,6198,3,3,3,54
219,0.3,50.0,309,12,34,6,59
401,-1.3,50.0,448,13,10,7,32
608,-2.4,50.0,588,12,91,7,24
807,-3.1,50.0,727,12,65,7,28
1023,-3.6,50.0,867,12,32,7,16
1240,-2.5,50.0,1029,11,85,7,31
1543,-1.9,50.0,1175,10,84,6,77
1762,-0.5,50.0,1231,9,82,6,17
2098,-0.3,50.0,1343,8,70,5,67
2435,-0.4,50.0,1458,7,87,5,32
2756,-0.4,50.0,1550,7,4,5,1
3093,-0.9,50.0,1644,6,32,4,74
3524,-1.6,50.0,1770,5,68,4,50
3894,-2.4,50.0,1878,5,24,4,34
4236,-3.4,50.0,1970,4,82,4,19
4624,-4.2,50.0,2097,4,55,4,10
4962,-4.4,50.0,2192,4,28,4,1
5381,-4.5,50.0,2315,4,1,3,92
5712,-4.8,50.0,2380,3,77,3,79
6019,-5.0,50.0,2448,3,53,3,71
6320,-5.3,50.0,2513,3,33,3,63
6601,-5.8,50.0,2575,3,21,3,56
6927,-6.3,50.0,2671,3,17,3,53
7358,-7.0,50.0,2771,3,14,3,45
7696,-7.5,50.0,2869,3,11,3,42
8045,-7.9,50.0,2964,3,12,3,39
8446,-8.4,50.0,3056,3,8,3,33
8798,-9.0,50.0,3143,3,11,3,29
9044,-9.7,50.0,3229,3,8,3,30
9262,-10.3,50.0,3319,3,5,3,31
9524,-11.0,50.0,3409,3,6,3,31
9771,-11.8,50.0,3503,3,5,3,32
10113,-12.6,50.0,3597,3,4,3,30
10361,-13.5,50.0,3687,3,1,3,31
10548,-14.2,50.0,3780,2,97,3,34
10808,-15.0,50.0,3876,2,91,3,34
208,2.8,50.0,326,15,73,8,7
447,1.0,50.0,482,15,15,7,38
718,-0.2,50.0,638,15,15,6,78
953,-1.0,50.0,794,15,39,6,81
1165,-2.1,50.0,949,16,66,7,0
1466,-0.4,50.0,1115,15,89,6,69
1661,-0.8,50.0,1306,15,0,7,19
1803,0.2,50.0,1529,14,23,8,16
1973,-0.5,50.0,1657,12,90,8,15
2211,-1.3,50.0,1847,11,51,8,22
2432,-2.3,50.0,1973,10,55,7,98
2690,-2.8,50.0,2149,9,87,7,90
2972,-3.5,50.0,2297,9,36,7,62
3235,-4.3,50.0,2472,9,15,7,56
3444,-4.7,50.0,2541,8,86,7,25
3816,-5.2,50.0,2767,8,48,7,15
4110,-6.2,50.0,2895,8,18,6,92
4381,-7.3,50.0,2997,8,26,6,70
4729,-8.2,50.0,3235,8,19,6,73
5027,-9.2,50.0,3340,7,73,6,52
5238,-10.4,50.0,3463,7,54,6,49
5633,-11.7,50.0,3706,7,51,6,48
5873,-13.0,50.0,3853,7,34,6,47
6256,-13.9,50.0,4001,7,20,6,29
6599,-14.9,50.0,4159,6,85,6,20
6916,-16.1,50.0,4307,6,57,6,12
7235,-17.3,50.0,4476,6,19,6,9
7532,-18.4,50.0,4628,6,10,6,5
8025,-19.7,50.0,4781,5,85,5,84
8371,-20.9,50.0,4926,5,61,5,77
8723,-22.1,50.0,5075,5,45,5,70
9077,-23.4,50.0,5220,5,38,5,63
9434,-24.9,50.0,5364,5,35,5,57
9793,-26.4,50.0,5505,5,31,5,50
10156,-27.6,50.0,5644,5,27,5,44
10523,-28.5,50.0,5780,5,24,5,37
11302,-29.9,50.0,5931,5,28,5,11
11725,-31.3,50.0,6104,5,8,5,7
12244,-32.6,50.0,6269,4,86,4,98
12692,-34.0,50.0,6407,4,87,4,91
12939,-35.3,50.0,6541,4,69,4,92
13182,-36.7,50.0,6700,4,58,4,95
14194,-37.8,50.0,6848,4,49,4,68
14377,-38.9,50.0,7017,4,30,4,74
212,27.2,52.0,180,34,37,9,62
